TourAttraction,Big_col,Samll_col,Address,Local,Alien,Foreign,Total,Latitude,Longitude,category
동국사(군산),역사관광지,사찰,전라북도 > 군산시,"194,821","36,071",26,"36,097",35.9828611,126.7075107,인문
DMZ산림두드림센터,역사관광지,안보관광,강원도 > 양구군,"101,182","35,984",80,"36,063",38.102741,127.98141,인문
의성 탑산약수온천,휴양관광지,온천/욕장/스파,경상북도 > 의성군,"49,273","35,959",21,"35,980",36.3034673,128.5889892,인문
강화 장정리 오층석탑,역사관광지,유적지/사적지,인천광역시 > 강화군,"36,929","35,833",121,"35,954",37.7799154,126.4199349,인문
캠프 그리브스,역사관광지,안보관광,경기도 > 파주시,"30,541","33,754","2,149","35,903",37.8984664,126.7316468,인문
지평지구전투전적비,건축/조형물,기념탑/기념비/전망대,경기도 > 양평군,"40,520","35,683",205,"35,888",37.478625,127.637774,인문
울진엑스포공원,휴양관광지,테마공원,경상북도 > 울진군,"78,271","35,865",16,"35,880",36.9697571,129.4036842,인문
민둥산,자연관광지,산,강원도 > 정선군,"4,057","35,868",9,"35,877",37.2539332,128.7775674,자연
장돌해수욕장,자연관광지,해수욕장,충청남도 > 태안군,"13,304","35,718",86,"35,804",36.4158586,126.3669489,자연
우도봉수대,역사관광지,유적지/사적지,제주특별자치도 > 제주시,"3,868","32,484","3,291","35,775",33.5042977,126.954048,인문
발랑저수지,자연관광지,호수,경기도 > 파주시,"11,022","35,690",79,"35,769",37.8069763,126.9058586,자연
화진포의 성(김일성별장),역사관광지,안보관광,강원도 > 고성군,"5,079","35,693",59,"35,752",38.4724774,128.4430193,인문
안심사(완주),역사관광지,사찰,전라북도 > 완주군,"3,294","35,490",257,"35,747",36.1084396,127.3032837,인문
덕구온천스파월드,휴양관광지,온천/욕장/스파,경상북도 > 울진군,"19,768","35,655",82,"35,736",37.0791862,129.2835395,인문
왕버드나무군락지,자연관광지,호수,대전광역시 > 대덕구,"6,118","35,679",3,"35,682",36.469268,127.466964,자연
임진강 황포돛배,역사관광지,안보관광,경기도 > 파주시,"34,384","35,480",154,"35,633",37.9648733,126.8896335,인문
천간사,역사관광지,사찰,서울특별시 > 은평구,"94,787","35,403",230,"35,633",37.617359,126.9343956,인문
보령문화예술회관,문화시설,공연장,충청남도 > 보령시,"135,083","35,539",90,"35,629",36.3338309,126.6130747,인문
"신트리공원(농촌체험,자연학습장)",휴양관광지,공원,서울특별시 > 양천구,"79,020","35,497",121,"35,618",37.514539,126.8564829,인문
선광사(제주),역사관광지,사찰,제주특별자치도 > 서귀포시,"15,579","35,424",191,"35,615",33.2726669,126.6994247,인문
사라봉(모충사) 의병항쟁기념탑,건축/조형물,기념탑/기념비/전망대,제주특별자치도 > 제주시,"169,159","33,933","1,670","35,602",33.5183936,126.5474373,인문
캐릭파크,문화시설,전시관,제주특별자치도 > 제주시,"6,255","35,077",505,"35,582",33.4793521,126.7006276,인문
동화 속으로 미로공원(세리월드),휴양관광지,공원,제주특별자치도 > 서귀포시,"15,435","31,990","3,570","35,560",33.2469873,126.512317,인문
청춘발산마을,체험관광지,이색체험,광주광역시 > 서구,"52,164","35,546",5,"35,551",35.1599478,126.8918478,인문
충현서원,역사관광지,유적지/사적지,충청남도 > 공주시,"26,327","35,501",9,"35,509",36.397619,127.249704,인문
다부동전적기념관,문화시설,기념관,경상북도 > 칠곡군,"8,841","35,413",53,"35,466",36.0466634,128.5176421,인문
보광사(남양주),역사관광지,사찰,경기도 > 남양주시,"108,178","35,364",73,"35,437",37.6909141,127.2897133,인문
대운산,자연관광지,산,울산광역시 > 울주군,"12,313","35,389",36,"35,425",35.4024196,129.2118449,자연
우제길미술관,문화시설,미술관/화랑,광주광역시 > 동구,"54,639","35,340",53,"35,392",35.1317841,126.9430688,인문
영덕문화원,문화시설,문화원,경상북도 > 영덕군,"158,095","35,249",22,"35,271",36.4201069,129.3618015,인문
팜카밀레허브농원,체험관광지,관광농원,충청남도 > 태안군,"17,577","35,207",58,"35,264",36.6873196,126.2825037,인문
덕항산,자연관광지,산,강원도 > 삼척시,"3,105","35,042",212,"35,254",37.3088889,129.0116667,자연
교동 장독대마을,체험관광지,농.산.어촌 체험,경기도 > 포천시,"12,446","35,053",160,"35,213",38.0998408,127.2144841,인문
승달산,자연관광지,산,전라남도 > 무안군,"43,082","35,007",144,"35,151",34.9088889,126.4569444,자연
서래마을,체험관광지,이색거리,서울특별시 > 서초구,"54,828","34,185",937,"35,122",34.0749748,-118.3096191,인문
경상남도수목원,자연관광지,수목원,경상남도 > 진주시,"17,854","35,018",88,"35,106",35.1596815,128.2942985,자연
연천 초성김치마을,체험관광지,농.산.어촌 체험,경기도 > 연천군,"39,288","35,091",12,"35,103",37.9926444,127.06865,인문
환벽당 ·조대,역사관광지,유적지/사적지,광주광역시 > 북구,"15,516","35,035",58,"35,093",35.1855053,127.0028852,인문
한국가사문학관,문화시설,전시관,전라남도 > 담양군,"15,516","35,035",58,"35,093",35.321161,126.9882219,인문
오륜대 한국순교자박물관,문화시설,박물관,부산광역시 > 금정구,"48,759","34,969",88,"35,057",35.246003,129.1011063,인문
경장각,역사관광지,유적지/사적지,광주광역시 > 광산구,"76,626","34,787",157,"34,944",35.184337,126.805513,인문
둘리뮤지엄,문화시설,박물관,서울특별시 > 도봉구,"61,488","34,864",52,"34,915",37.6522796,127.0277281,인문
법기수원지,자연관광지,강,경상남도 > 양산시,"16,650","34,892",17,"34,909",35.3514514,129.1044674,자연
박경리문학공원,휴양관광지,공원,강원도 > 원주시,"165,753","34,671",104,"34,775",37.3223134,127.9595473,인문
한라산 영실,자연관광지,국립공원,제주특별자치도 > 서귀포시,"2,370","32,424","2,302","34,726",33.3485308,126.4968162,자연
강화 용두레마을,체험관광지,농.산.어촌 체험,인천광역시 > 강화군,"31,843","34,622",58,"34,680",37.7185052,126.3590259,인문
칠보산,자연관광지,산,충청북도 > 괴산군,"4,340","34,664",10,"34,674",37.25,126.9333333,자연
"알봉 (울릉도, 독도 국가지질공원)",자연관광지,산,경상북도 > 울릉군,"17,637","34,629",32,"34,661",37.5063677,130.8571536,자연
괴산 둔율 올갱이마을,체험관광지,농.산.어촌 체험,충청북도 > 괴산군,"26,940","34,153",480,"34,633",36.7831458,127.848824,인문
삼화사 템플스테이,체험관광지,산사체험,강원도 > 동해시,"19,726","34,577",56,"34,633",37.4635598,129.0142567,인문
여수 종합수산시장,쇼핑,상설시장,전라남도 > 여수시,0,"34,587",36,"34,623",34.7381381,127.7317233,쇼핑
금성산(전남),자연관광지,산,전라남도 > 나주시,"78,603","34,447",174,"34,621",35.055,126.6972222,자연
홍산객사,역사관광지,유적지/사적지,충청남도 > 부여군,"79,734","34,475",126,"34,601",36.2158061,126.7565833,인문
동호해변(양양),자연관광지,해수욕장,강원도 > 양양군,"11,620","34,416",129,"34,545",38.0586454,128.6830111,자연
운구서원,역사관광지,유적지/사적지,경상남도 > 합천군,"9,702","34,493",14,"34,506",35.484861,128.016263,인문
모충사,역사관광지,유적지/사적지,제주특별자치도 > 제주시,"161,928","32,778","1,701","34,478",33.516341,126.545538,인문
다도박물관,문화시설,박물관,경기도 > 김포시,"32,123","34,041",414,"34,455",37.7375574,126.5743858,인문
춘천숲자연휴양림,자연관광지,자연휴양림,강원도 > 춘천시,"2,748","34,370",72,"34,442",37.7444715,127.7441397,자연
낭천산림욕장,자연관광지,자연휴양림,강원도 > 화천군,"86,275","34,377",58,"34,435",38.1091207,127.7127986,자연
동편제 판소리전수관,문화시설,문화전수시설,전라남도 > 구례군,"99,831","34,391",41,"34,432",35.215893,127.458099,인문
화성 백미리마을,체험관광지,농.산.어촌 체험,경기도 > 화성시,"19,079","34,248",133,"34,380",37.1434423,126.6801214,인문
구봉산(대전),자연관광지,산,대전광역시 > 서구,"99,204","34,314",49,"34,363",36.2865854,127.3343871,자연
경주 문무대왕릉,역사관광지,유적지/사적지,경상북도 > 경주시,"14,147","33,709",643,"34,351",35.7408189,129.4822219,인문
충북 제천 수산·박달재 [슬로시티],역사관광지,민속마을,충청북도 > 제천시,"16,636","34,314",37,"34,351",36.9333707,128.181483,인문
청옥산,자연관광지,산,강원도 > 동해시,"16,636","34,314",37,"34,351",37.26,129.165,자연
두타산성,역사관광지,성,강원도 > 동해시,"16,636","34,314",37,"34,351",37.4640431,129.015801,인문
수도리 전통마을,역사관광지,민속마을,경상북도 > 영주시,"13,335","34,286",51,"34,337",36.7276184,128.6331236,인문
연천 새둥지마을,체험관광지,농.산.어촌 체험,경기도 > 연천군,"9,646","34,241",47,"34,288",38.0064138,126.9600296,인문
전고령가야왕릉,역사관광지,유적지/사적지,경상북도 > 상주시,"59,595","34,132",147,"34,279",35.722364,128.2564258,인문
한라산어리목코스,자연관광지,산,제주특별자치도 > 제주시,"40,908","30,191","4,078","34,269",33.3616666,126.5291666,자연
모항항,자연관광지,항구/포구,충청남도 > 태안군,"21,074","33,670",573,"34,243",36.7786111,126.1313889,자연
용상사(파주),역사관광지,사찰,경기도 > 파주시,"63,630","33,751",483,"34,233",37.798262,126.7664294,인문
연희네슈퍼&시화마을,체험관광지,관광농원,전라남도 > 목포시,"37,538","34,101",77,"34,178",34.7816804,126.3773227,인문
김녕사굴 [유네스코 세계자연유산],자연관광지,동굴,제주특별자치도 > 제주시,"20,087","33,215",948,"34,163",33.5016971,126.7716259,자연
이항복선생묘,역사관광지,유적지/사적지,경기도 > 포천시,"45,000","33,562",584,"34,146",37.8309506,127.1848029,인문
비슬산 군립공원,자연관광지,군립공원,대구광역시 > 달성군,"12,079","34,034",70,"34,104",35.7166751,128.5248728,자연
종남산,자연관광지,산,전라북도 > 완주군,"4,085","33,866",203,"34,069",35.448486,128.7221295,자연
남평문씨본리세거지,역사관광지,유적지/사적지,대구광역시 > 달성군,"34,937","33,723",305,"34,028",35.7929159,128.5181491,인문
도자기체험미술관 비즘,문화시설,미술관/화랑,경기도 > 양평군,"18,477","33,950",65,"34,015",37.595642,127.383217,인문
조선왕가 Healingshill,휴양관광지,헬스투어,경기도 > 연천군,"31,913","33,943",64,"34,007",38.063502,127.101438,인문
덕포해수욕장,자연관광지,해수욕장,경상남도 > 거제시,"103,373","33,597",407,"34,003",34.9122336,128.7117377,자연
담양 금성산성,역사관광지,성,전라남도 > 담양군,"14,144","33,940",30,"33,969",35.364794,127.030974,인문
조령산자연휴양림,자연관광지,자연휴양림,충청북도 > 괴산군,"2,877","33,922",26,"33,948",36.8131458,128.0444988,자연
영호루,역사관광지,유적지/사적지,경상북도 > 안동시,"88,869","33,807",131,"33,938",36.5526187,128.7219542,인문
정물알오름,자연관광지,산,제주특별자치도 > 제주시,"20,132","32,935",981,"33,916",33.337652,126.330339,자연
충주고구려비전시관,문화시설,전시관,충청북도 > 충주시,"30,699","32,634","1,269","33,903",37.0283368,127.8485518,인문
사현사,역사관광지,유적지/사적지,전라북도 > 김제시,"6,538","33,884",16,"33,899",35.786635,127.025463,인문
하도어촌체험마을,체험관광지,농.산.어촌 체험,제주특별자치도 > 제주시,"25,834","32,634","1,257","33,891",33.5200922,126.9041337,인문
궁리포구,자연관광지,항구/포구,충청남도 > 홍성군,"9,590","33,835",54,"33,889",36.588561,126.457936,자연
홍성조류탐사과학관,문화시설,전시관,충청남도 > 홍성군,"9,590","33,835",54,"33,889",36.5937831,126.4588798,인문
제주자동차극장,문화시설,영화관,제주특별자치도 > 제주시,"58,209","33,145",710,"33,855",33.4956157,126.4671701,인문
오류고아라해변,자연관광지,해수욕장,경상북도 > 경주시,"9,051","33,807",34,"33,840",35.8221811,129.5095273,자연
추사고택,역사관광지,고택,충청남도 > 예산군,"39,228","33,733",40,"33,773",36.7467981,126.7986484,인문
달성하목정,역사관광지,유적지/사적지,대구광역시 > 달성군,"23,916","33,593",178,"33,771",35.8815975,128.3973803,인문
"성옥기념관,이훈동정원",문화시설,전시관,전라남도 > 목포시,"49,182","33,684",78,"33,762",34.7875,126.38,인문
상주 임란북천전적지,역사관광지,유적지/사적지,경상북도 > 상주시,"86,702","33,345",387,"33,731",36.4255556,128.1508052,인문
산타우체국,역사관광지,안보관광,강원도 > 화천군,"89,079","33,663",28,"33,691",37.3455131,-121.9781048,인문
안성대농리석불입상,역사관광지,유적지/사적지,경기도 > 안성시,"44,118","33,646",44,"33,689",37.0662122,127.2719272,인문
북악산,자연관광지,산,서울특별시 > 종로구,"11,179","33,306",347,"33,653",37.5930556,126.9733333,자연
대한다원,체험관광지,관광농원,전라남도 > 보성군,"3,640","33,114",539,"33,652",34.7148119,127.0809827,인문
영흥도 십리포해변,자연관광지,해수욕장,인천광역시 > 옹진군,"2,398","32,578","1,044","33,622",37.2813665,126.4836646,자연
솔향기길,,,충청남도 > 태안군,"8,040","31,854","1,764","33,617",36.9665649,126.3031827,기타
송석정,역사관광지,유적지/사적지,전라남도 > 화순군,"15,232","33,607",1,"33,608",34.936602,126.9895659,인문
가야금테마공원,휴양관광지,테마공원,전라남도 > 영암군,"14,588","33,509",50,"33,559",34.792113,126.685118,인문
그림이 있는 정원,자연관광지,수목원,충청남도 > 홍성군,"36,712","33,495",46,"33,541",36.910308,127.8727573,자연
제주4·3평화공원,휴양관광지,테마공원,제주특별자치도 > 제주시,"17,962","33,327",167,"33,494",33.4511596,126.6189414,인문
청메골 선산마을,체험관광지,농.산.어촌 체험,전라북도 > 고창군,"24,280","33,338",150,"33,487",35.3843656,126.5488216,인문
설악해변,자연관광지,해수욕장,강원도 > 양양군,"5,831","33,313",132,"33,445",38.1302744,128.6231258,자연
회암사(양주),역사관광지,사찰,경기도 > 양주시,"31,871","33,348",78,"33,426",37.8453085,127.1053658,인문
양주 회암사지,역사관광지,유적지/사적지,경기도 > 양주시,"31,871","33,348",78,"33,426",37.8453085,127.1053658,인문
담양대나무숲(담양습지),자연관광지,자연생태관광지,전라남도 > 담양군,"26,698","33,285",60,"33,345",35.2543681,126.8958724,자연
청량산도립공원,자연관광지,도립공원,경상북도 > 봉화군,"4,396","33,215",70,"33,285",36.7964974,128.9083889,자연
파주 장단콩마을,체험관광지,농.산.어촌 체험,경기도 > 파주시,"40,219","33,061",213,"33,274",37.9088496,126.733956,인문
서산향교,역사관광지,유적지/사적지,충청남도 > 서산시,"197,614","32,921",343,"33,264",36.7911111,126.4563889,인문
단산 저수지,자연관광지,호수,대구광역시 > 동구,"68,919","33,131",80,"33,211",35.923254,128.649481,자연
술샘박물관,문화시설,박물관,강원도 > 영월군,"26,779","33,117",58,"33,175",37.2733237,128.2689493,인문
미타사(성동),역사관광지,사찰,서울특별시 > 성동구,"69,041","32,949",216,"33,165",37.5435336,127.0171082,인문
천전리각석계곡(울산),자연관광지,계곡,울산광역시 > 울주군,"36,040","32,991",145,"33,136",35.615227,129.1729258,자연
일산황토마루한증막,휴양관광지,이색찜질방,경기도 > 파주시,"43,659","32,830",303,"33,133",37.7522477,126.7184381,인문
도솔계곡(선운산),자연관광지,계곡,전라북도 > 고창군,"27,115","32,914",203,"33,117",35.4958546,126.578004,자연
도솔암(고창),역사관광지,사찰,전라북도 > 고창군,"27,115","32,914",203,"33,117",35.4811886,126.5627697,인문
신흥사(이천),역사관광지,사찰,경기도 > 이천시,"30,713","33,002",77,"33,078",37.1345114,127.5846465,인문
강촌유원지,휴양관광지,유원지,강원도 > 춘천시,"9,121","29,155","3,909","33,064",37.8142109,127.6341761,인문
해옥 전시장,문화시설,전시관,충청남도 > 태안군,"32,722","32,445",611,"33,056",36.737761,126.135454,인문
봉황산 자연휴양림,자연관광지,산,전라남도 > 여수시,"19,639","31,259","1,778","33,036",34.6172211,127.7554077,자연
용천사(청도),역사관광지,사찰,경상북도 > 청도군,"16,408","32,974",29,"33,002",35.7186755,128.5561198,인문
서운산성,역사관광지,성,경기도 > 안성시,"32,235","32,792",163,"32,955",36.9278995,127.283784,인문
선찰사(안동),역사관광지,사찰,경상북도 > 안동시,"39,886","32,473",474,"32,947",36.4608095,128.8917195,인문
안지랑 곱창골목,체험관광지,이색거리,대구광역시 > 남구,"33,936","32,827",108,"32,934",35.8380567,128.5757544,인문
강촌레일바이크(김유정역),,,강원도 > 춘천시,"15,106","27,720","5,199","32,919",37.8156154,127.7121592,기타
파산서원,역사관광지,유적지/사적지,경기도 > 파주시,"40,439","32,823",79,"32,902",37.9323074,126.8596832,인문
문암1리해변 (자작도),자연관광지,해수욕장,강원도 > 고성군,"11,358","32,799",82,"32,880",38.3087232,128.5427113,자연
순천 드라마촬영장,휴양관광지,테마공원,전라남도 > 순천시,"17,752","32,736",129,"32,864",34.957,127.5376,인문
국립 방태산자연휴양림,자연관광지,자연휴양림,강원도 > 인제군,"3,738","32,659",197,"32,855",37.9294888,128.3890714,자연
일출랜드,휴양관광지,관광단지,제주특별자치도 > 서귀포시,"1,036","31,318","1,525","32,843",33.3835243,126.8413634,인문
고남패총박물관,문화시설,박물관,충청남도 > 태안군,"23,310","32,830",5,"32,835",36.4203032,126.4100557,인문
대원사(가평),역사관광지,사찰,경기도 > 가평군,"5,614","32,764",67,"32,830",37.8986148,127.5013953,인문
안성 3.1운동기념관,문화시설,기념관,경기도 > 안성시,"11,309","32,288",534,"32,821",37.0620443,127.1741035,인문
바우덕이사당,역사관광지,유적지/사적지,경기도 > 안성시,"8,890","32,753",34,"32,787",36.913213,127.291896,인문
심원사(철원),역사관광지,사찰,강원도 > 철원군,"31,154","32,750",30,"32,780",38.1632165,127.249398,인문
가파도,자연관광지,섬,제주특별자치도 > 서귀포시,"6,762","32,463",295,"32,758",33.1707573,126.2726748,자연
증평휴양림,자연관광지,자연휴양림,충청북도 > 증평군,"7,819","32,550",198,"32,748",36.7083457,127.6513729,자연
모래미 해변,자연관광지,해수욕장,전라남도 > 영광군,"11,214","32,732",16,"32,748",35.3631804,126.4144432,자연
수월봉,자연관광지,산,제주특별자치도 > 제주시,"12,264","31,787",926,"32,713",33.2948374,126.1625985,자연
양양지(위양못),자연관광지,호수,경상남도 > 밀양시,"42,665","32,673",30,"32,702",38.0753925,128.6188503,자연
심곡항,자연관광지,항구/포구,강원도 > 강릉시,"6,066","32,592",91,"32,683",37.6651165,129.0532374,자연
뱀사골계곡,자연관광지,계곡,전라북도 > 남원시,"5,299","32,575",104,"32,679",35.3654778,127.5830267,자연
양산 북정리 고분군,역사관광지,유적지/사적지,경상남도 > 양산시,"135,993","32,459",216,"32,675",35.356933,129.049895,인문
담양 송강정,역사관광지,유적지/사적지,전라남도 > 담양군,"4,841","32,596",45,"32,641",35.2523694,126.9537836,인문
수곡서원,역사관광지,유적지/사적지,경기도 > 양평군,"22,019","32,466",156,"32,622",37.4342391,127.6007378,인문
북병산,자연관광지,산,경상남도 > 거제시,"39,330","32,533",86,"32,618",34.8233667,128.6565514,자연
배론성지,역사관광지,종교성지,충청북도 > 제천시,"9,132","32,557",41,"32,598",37.1607155,128.0824018,인문
트윈터널,체험관광지,이색체험,경상남도 > 밀양시,"25,666","32,365",205,"32,570",35.4087935,128.8027542,인문
흥덕향교,역사관광지,유적지/사적지,전라북도 > 고창군,"48,031","32,410",152,"32,562",35.526094,126.693383,인문
장호항,자연관광지,항구/포구,강원도 > 삼척시,"9,009","32,417",93,"32,510",37.2885023,129.3175288,자연
대전전통나래관,문화시설,문화전수시설,대전광역시 > 동구,"81,155","32,480",25,"32,505",36.3349997,127.4373493,인문
석남사(안성),역사관광지,사찰,경기도 > 안성시,"8,939","32,459",38,"32,497",36.9395615,127.306733,인문
이해룡고가,역사관광지,고택,경기도 > 안성시,"8,404","32,442",30,"32,471",36.911516,127.286917,인문
추사김정희선생고택·묘,역사관광지,고택,충청남도 > 예산군,"37,454","32,428",40,"32,467",36.7467981,126.7986484,인문
시례 호박소,자연관광지,계곡,경상남도 > 밀양시,"5,838","32,424",37,"32,461",35.5877316,128.9967006,자연
충주 김생사지,역사관광지,유적지/사적지,충청북도 > 충주시,"63,112","32,347",110,"32,457",37.0061477,127.9082286,인문
청평사(춘천),역사관광지,사찰,강원도 > 춘천시,"10,812","32,403",54,"32,457",37.9864048,127.8090147,인문
사육신공원,휴양관광지,공원,서울특별시 > 동작구,"41,076","32,365",87,"32,451",37.513696,126.948851,인문
양떡마을 음떡마을,체험관광지,농.산.어촌 체험,경상북도 > 울진군,"8,890","32,386",48,"32,433",36.712567,129.343475,인문
여민루,역사관광지,유적지/사적지,충청남도 > 아산시,"50,813","32,323",97,"32,419",36.8542323,126.9538805,인문
대수산봉,자연관광지,산,제주특별자치도 > 서귀포시,"10,192","28,553","3,813","32,366",33.4396933,126.9023043,자연
무주 트리스쿨,체험관광지,전통체험,전라북도 > 무주군,"17,665","32,323",38,"32,361",35.9785725,127.6513373,인문
구상문학관,문화시설,전시관,경상북도 > 칠곡군,"116,529","32,249",104,"32,353",35.9839464,128.3946555,인문
여수예술랜드,휴양관광지,테마공원,전라남도 > 여수시,"4,599","32,092",241,"32,332",34.6965218,127.7786504,인문
소청도,자연관광지,섬,인천광역시 > 옹진군,"8,376","25,715","6,618","32,332",37.772416,124.748989,자연
무등산,자연관광지,산,전라남도 > 화순군,"7,539","32,270",54,"32,324",35.134134,126.9887555,자연
와우정사(용인),역사관광지,사찰,경기도 > 용인시 처인구,"13,955","30,709","1,586","32,295",37.1936365,127.2785639,인문
화순 수만리들국화마을,체험관광지,농.산.어촌 체험,전라남도 > 화순군,"9,835","32,277",18,"32,295",35.0983479,127.0036045,인문
단양 금굴 구석기유적지,역사관광지,유적지/사적지,충청북도 > 단양군,"27,150","32,214",75,"32,289",36.9965913,128.3566825,인문
춘천 문학공원,휴양관광지,공원,강원도 > 춘천시,"36,096","32,130",129,"32,259",37.9008786,127.6974476,인문
태기산,자연관광지,산,강원도 > 횡성군,"6,489","31,763",481,"32,243",37.601999,128.2856192,자연
완주 아원고택,역사관광지,고택,전라북도 > 완주군,"3,637","32,039",203,"32,242",35.9034698,127.2446237,인문
봉길대왕암해변,자연관광지,해수욕장,경상북도 > 경주시,"10,693","31,605",627,"32,232",35.7391626,129.4841709,자연
괴산 칠충사와 피세정,역사관광지,유적지/사적지,충청북도 > 괴산군,"48,454","32,123",95,"32,218",36.7887035,127.781661,인문
속리산 관광특구,휴양관광지,관광단지,충청북도 > 보은군,"6,710","32,172",24,"32,196",36.533333,127.9,인문
카페 테일,역사관광지,안보관광,강원도 > 고성군,"17,532","32,176",17,"32,192",38.3727662,128.5087568,인문
용화사(부안),역사관광지,사찰,전라북도 > 부안군,"61,509","32,078",84,"32,161",35.7330301,126.7146831,인문
보가산성지(지장산),역사관광지,성,경기도 > 포천시,"10,094","31,952",159,"32,110",38.11269,127.196804,인문
금주산,자연관광지,산,경기도 > 포천시,"52,217","32,011",89,"32,100",37.9572423,127.272735,자연
석룡산,자연관광지,산,경기도 > 가평군,"13,038","32,022",57,"32,078",38.0058234,127.4755749,자연
박수근미술관,문화시설,미술관/화랑,강원도 > 양구군,"82,429","32,022",50,"32,072",38.09643,127.981533,인문
성주산자연휴양림,자연관광지,자연휴양림,충청남도 > 보령시,"45,476","31,693",313,"32,006",36.3347068,126.6639779,자연
강릉 주문진종합시장,쇼핑,상설시장,강원도 > 강릉시,"27,346","31,745",246,"31,991",37.8910576,128.8277523,쇼핑
이천 도니울 명품쌀마을,체험관광지,농.산.어촌 체험,경기도 > 이천시,"42,224","31,857",99,"31,956",37.2068655,127.4812919,인문
사천 대포어촌체험마을,체험관광지,농.산.어촌 체험,경상남도 > 사천시,"27,272","31,920",13,"31,933",34.9901013,128.0406602,인문
파주향교,역사관광지,유적지/사적지,경기도 > 파주시,"65,506","31,658",224,"31,881",37.8347567,126.8114233,인문
공릉천,역사관광지,안보관광,경기도 > 고양시 덕양구,"27,297","31,854",20,"31,873",37.7057503,126.840896,인문
오웬기념각,건축/조형물,기념탑/기념비/전망대,광주광역시 > 남구,"37,128","31,808",43,"31,851",35.138299,126.9159012,인문
백련사(서울),역사관광지,사찰,서울특별시 > 강북구,"30,986","31,588",245,"31,833",37.5861148,126.927335,인문
매천사,역사관광지,유적지/사적지,전라남도 > 구례군,"16,275","31,766",18,"31,784",35.252819,127.462124,인문
초곡해수욕장,자연관광지,해수욕장,강원도 > 삼척시,"8,589","31,714",64,"31,777",37.3023131,129.2930224,자연
꾸메숲 버섯나라,체험관광지,관광농원,경기도 > 이천시,"51,468","31,539",231,"31,770",37.15746,127.486101,인문
월대천,,,제주특별자치도 > 제주시,"98,347","29,190","2,547","31,737",33.4933707,126.4371054,기타
여주참숯마을,휴양관광지,이색찜질방,경기도 > 여주시,"22,274","31,588",148,"31,736",37.2888207,127.699408,인문
남원 큰엉해안,자연관광지,해안절경,제주특별자치도 > 서귀포시,"10,847","31,556",150,"31,706",33.2733146,126.7048177,자연
신영영화박물관 무비스타,문화시설,박물관,제주특별자치도 > 서귀포시,"10,847","31,556",150,"31,706",33.27432,126.704271,인문
양평 황순원문학촌 소나기마을,역사관광지,민속마을,경기도 > 양평군,"16,849","31,595",63,"31,657",37.596891,127.377915,인문
강진 서중어촌체험마을,체험관광지,농.산.어촌 체험,전라남도 > 강진군,"16,359","31,602",48,"31,649",34.4536561,126.8075948,인문
마량미항(마량항),자연관광지,항구/포구,전라남도 > 강진군,"16,359","31,602",48,"31,649",34.4487964,126.8203989,자연
마량놀토수산시장,쇼핑,상설시장,전라남도 > 강진군,"16,359","31,602",48,"31,649",34.4487964,126.8203989,쇼핑
오서산,자연관광지,산,충청남도 > 보령시,"20,766","31,595",8,"31,602",36.449378,126.6653237,자연
의성 탑리리 오층석탑,역사관광지,유적지/사적지,경상북도 > 의성군,"66,759","31,371",207,"31,578",36.2553789,128.6838207,인문
전주 남부시장,쇼핑,상설시장,전라북도 > 전주시 완산구,"55,794","31,129",419,"31,548",35.8125835,127.1470564,쇼핑
화장골계곡,자연관광지,계곡,충청남도 > 보령시,"44,706","31,196",313,"31,509",36.3072222,127.6566667,자연
고로서원,역사관광지,유적지/사적지,충청남도 > 공주시,"21,466","31,395",110,"31,505",36.511129,127.022602,인문
안마도,자연관광지,섬,전라남도 > 영광군,"4,162","27,258","4,214","31,472",35.3446841,126.023959,자연
청곡리지석묘,역사관광지,유적지/사적지,경상남도 > 거제시,"63,875","31,385",58,"31,443",34.901212,128.510826,인문
홍성 속동갯벌마을,체험관광지,농.산.어촌 체험,충청남도 > 홍성군,"14,011","31,332",14,"31,346",36.5756745,126.4794894,인문
가마미해수욕장,자연관광지,해수욕장,전라남도 > 영광군,"32,960","31,315",19,"31,334",35.3987316,126.4086929,자연
청량사(봉화),역사관광지,사찰,경상북도 > 봉화군,"2,545","31,290",3,"31,293",36.7964974,128.9083889,인문
삼척 해신당공원,휴양관광지,테마공원,강원도 > 삼척시,"12,572","31,182",107,"31,288",37.2679859,129.3273488,인문
초도마을,자연관광지,어촌,강원도 > 고성군,"6,692","31,210",54,"31,264",38.484905,128.432341,자연
제주 하도리 철새도래지,자연관광지,자연생태관광지,제주특별자치도 > 제주시,"18,316","29,656","1,595","31,250",33.5038245,126.8919426,자연
거류산&거류산성,자연관광지,산,경상남도 > 고성군,"28,382","31,087",161,"31,248",34.9953136,128.3797671,자연
동산서당,역사관광지,유적지/사적지,경상남도 > 창녕군,"13,906","30,727",517,"31,243",35.5709121,128.3847789,인문
충무김밥거리,체험관광지,이색체험,경상남도 > 통영시,"87,812","30,965",274,"31,239",34.843373,128.423782,인문
제주 유리의성,휴양관광지,테마공원,제주특별자치도 > 제주시,"3,626","27,412","3,799","31,211",33.3145774,126.2736553,인문
고령 지산동 고분군,역사관광지,유적지/사적지,경상북도 > 고령군,"46,984","31,175",29,"31,203",35.7246136,128.2527316,인문
공현진항,자연관광지,항구/포구,강원도 > 고성군,"15,316","31,164",12,"31,176",38.356216,128.512018,자연
